date,title,txt
2021.08.11 09:14,"[아이넷 AI 로봇 기자] 특징주, 큐라클-2021 하반기 신규상장 테마 상승세에 7.2% ↑","<div class=""art_txt"">11일 2021 하반기 신규상장 테마가 전일 대비 3.49% 상승하면서 강세를 보이는 가운데 관련주로 주목받고 있는 큐라클(365270)이 전일 대비 7.2% 상승하며 급등하고 있다. <br/><br/>◆2021 하반기 신규상장 테마 강한 상승세 +2.09%,  최근 5일 외인 관련주 -173.94 억원 팔아치워<br/>2021 하반기 신규상장 테마는 최근 5일 동안 2.09% 상승하며 강한 오름세를 유지하고 있다. 이 기간 동안 외국인은 관련 종목을 -173.94억원어치 팔아치웠고, 기관과 개인은 각각 602.22억원, 5,003.09억원 순매수 했다.<br/><br/><b>&lt;그래프&gt; 주체별 매매동향</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/mtma01_chart/20210811_365270_MTMA01_0499.jpeg"" width=""100%""/><br/><div style=""text-align:center; border:0; width:100%; margin:0 auto;""><div id=""google_dfp_MC_2x1,fluid"" style=""float:inherit; padding: 20px 40px 9px 40px;""><script type=""text/javascript"">googletag.display(""google_dfp_MC_2x1,fluid"");</script></div></div><br/><br/><br/>◆에스디바이오센서(9.39%), 큐라클(7.2%) 등이 상승 주도<br/>이 시각 현재 2021 하반기 신규상장 테마 내의 종목들이 전반적으로 상승세를 보이며 좋은 모습을 보여주고 있다. 상승폭으로는 에스디바이오센서가 9.39%로 선두권에 있으며 큐라클(7.2%), 맥스트(2.16%) 등이 오름세를 보이고 있다.<br/><br/><b>&lt;그래프&gt; 2021 하반기 신규상장 테마 주요 종목 등락률</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/mtma02_chart/20210811_365270_MTMA02_0499.jpeg"" width=""100%""/><br/><br/><br/><br/><div style=""padding:15px 15px 15px 0; text-align:left; float:left; margin-right:5px; margin-bottom:15px;""><div id=""google_dfp_MC_250x250""><script type=""text/javascript"">googletag.display(""google_dfp_MC_250x250""); </script></div></div><br/><br/>[아이넷 AI 로봇 기자]<br/><br/>※ 이 기사는 매일경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 로봇 아이넷이 작성한 기사입니다.<br/><br/> [ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]	
        
					<!--이미지 키우는 스크립트-->
<script>window.jQuery || document.write(""<script src='//common.mk.co.kr/common/include/mklib/jquery.js'>"")</script>
<script src=""//www.mk.co.kr/news/js/zoom.js"" type=""text/javascript""></script>
</div>"
2021.08.11 09:14,"[아이넷 AI 로봇 기자] 특징주, 에스디바이오센서-2021 하반기 신규상장 테마 상승세에 6.22% ↑","<div class=""art_txt"">11일 2021 하반기 신규상장 테마가 전일 대비 3.49% 상승하면서 강세를 보이는 가운데 관련주로 주목받고 있는 에스디바이오센서(137310)가 전일 대비 6.22% 상승하며 급등하고 있다.<br/><br/>◆2021 하반기 신규상장 테마 강한 상승세 +2.09%,  최근 5일 외인 관련주 -173.94 억원 팔아치워<br/>2021 하반기 신규상장 테마는 최근 5일 동안 2.09% 상승하며 강한 오름세를 유지하고 있다. 이 기간 동안 외국인은 관련 종목을 -173.94억원어치 팔아치웠고, 기관과 개인은 각각 602.22억원, 5,003.09억원 순매수 했다.<br/><br/><b>&lt;그래프&gt; 주체별 매매동향</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/mtma01_chart/20210811_137310_MTMA01_0499.jpeg"" width=""100%""/><br/><div style=""text-align:center; border:0; width:100%; margin:0 auto;""><div id=""google_dfp_MC_2x1,fluid"" style=""float:inherit; padding: 20px 40px 9px 40px;""><script type=""text/javascript"">googletag.display(""google_dfp_MC_2x1,fluid"");</script></div></div><br/><br/><br/>◆에스디바이오센서(9.39%), 큐라클(7.2%) 등이 상승 주도<br/>이 시각 현재 2021 하반기 신규상장 테마 내의 종목들이 전반적으로 상승세를 보이며 좋은 모습을 보여주고 있다. 상승폭으로는 에스디바이오센서가 9.39%로 선두권에 있으며 큐라클(7.2%), 맥스트(2.16%) 등이 오름세를 보이고 있다.<br/><br/><b>&lt;그래프&gt; 2021 하반기 신규상장 테마 주요 종목 등락률</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/mtma02_chart/20210811_137310_MTMA02_0499.jpeg"" width=""100%""/><br/><br/><br/><br/><div style=""padding:15px 15px 15px 0; text-align:left; float:left; margin-right:5px; margin-bottom:15px;""><div id=""google_dfp_MC_250x250""><script type=""text/javascript"">googletag.display(""google_dfp_MC_250x250""); </script></div></div><br/><br/>[아이넷 AI 로봇 기자]<br/><br/>※ 이 기사는 매일경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 로봇 아이넷이 작성한 기사입니다.<br/><br/> [ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]	
        
					<!--이미지 키우는 스크립트-->
<script>window.jQuery || document.write(""<script src='//common.mk.co.kr/common/include/mklib/jquery.js'>"")</script>
<script src=""//www.mk.co.kr/news/js/zoom.js"" type=""text/javascript""></script>
</div>"
2021.08.11 09:14,"[아이넷 AI 로봇 기자] 특징주, POSCO-철강 주요종목 테마 상승세에 2.17% ↑","<div class=""art_txt"">11일 철강 주요종목 테마가 전일 대비 3.79% 상승하면서 강세를 보이는 가운데 관련주로 주목받고 있는 POSCO(005490)이 전일 대비 2.17% 상승하며 급등하고 있다. POSCO은 철강재 제조 및 유통업체로 알려져 있다.<br/><br/>◆철강 주요종목 테마 오름세로 반전 +3.79% 최근 5일 개인 1,015.78억원 순매수<br/>철강 주요종목 테마는 최근에 다소 큰 폭으로 조정을 받았으나 오늘 다시 반등을 시도하며 전일 대비 3.79% 상승하고 있다.  이 기간 동안 개인 투자자들이 관련 종목을 꾸준히 사모아 1,015.78억원어치 순매수했으며, 외국인과 기관은 관련 종목을 각각 -342.56억원, -689.79억원 순매도 한 것으로 나타났다.<br/><br/><b>&lt;그래프&gt; 주체별 매매동향</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/mtma01_chart/20210811_005490_MTMA01_0062.jpeg"" width=""100%""/><br/><div style=""text-align:center; border:0; width:100%; margin:0 auto;""><div id=""google_dfp_MC_2x1,fluid"" style=""float:inherit; padding: 20px 40px 9px 40px;""><script type=""text/javascript"">googletag.display(""google_dfp_MC_2x1,fluid"");</script></div></div><br/><br/><br/><br/><br/><b>&lt;그래프&gt; 철강 주요종목 테마 주요 종목 등락률</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/mtma02_chart/20210811_005490_MTMA02_0062.jpeg"" width=""100%""/><br/><br/><br/><br/>◆POSCO, 재무 성장성 및 안정성, 수익성 모두 높은 편<br/>POSCO 성장성, 안정성, 수익성 모두 테마의 평균 점수를 상회하면서 퀀트 재무 순위 1위(총 10종목)를 차지했다.<br/>이는 재무적인 측면에서 테마 내 다른 종목들에 비해 POSCO의 투자 매력도가 높은 편이라고 해석될 수 있다.<br/><br/><b>&lt;표&gt;테마내 재무점수 상위 종목</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/stma01_chart/20210811_005490_STMA01_0062.jpeg"" width=""100%""/><br/><br/>※퀀트 재무 점수는 로보알고리즘이 각 기업의 매출액증가율, 자기자본증가율, 부채비율, 유동비율, ROA, ROE 등을 토대로 분석한 결과이다.<br/><br/><div style=""padding:15px 15px 15px 0; text-align:left; float:left; margin-right:5px; margin-bottom:15px;""><div id=""google_dfp_MC_250x250""><script type=""text/javascript"">googletag.display(""google_dfp_MC_250x250""); </script></div></div><br/><br/>[아이넷 AI 로봇 기자]<br/><br/>※ 이 기사는 매일경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 로봇 아이넷이 작성한 기사입니다.<br/><br/> [ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]	
        
					<!--이미지 키우는 스크립트-->
<script>window.jQuery || document.write(""<script src='//common.mk.co.kr/common/include/mklib/jquery.js'>"")</script>
<script src=""//www.mk.co.kr/news/js/zoom.js"" type=""text/javascript""></script>
</div>"
2021.08.11 09:14,"[아이넷 AI 로봇 기자] 특징주, 고려제강-철강 주요종목 테마 상승세에 3.25% ↑","<div class=""art_txt"">11일 철강 주요종목 테마가 전일 대비 3.79% 상승하면서 강세를 보이는 가운데 관련주로 주목받고 있는 고려제강(002240)이 전일 대비 3.25% 상승하며 급등하고 있다. 고려제강은 선재 제조 및 유통업체로 알려져 있다.<br/><br/>◆철강 주요종목 테마 오름세로 반전 +3.79% 최근 5일 개인 1,015.78억원 순매수<br/>철강 주요종목 테마는 최근에 다소 큰 폭으로 조정을 받았으나 오늘 다시 반등을 시도하며 전일 대비 3.79% 상승하고 있다.  이 기간 동안 개인 투자자들이 관련 종목을 꾸준히 사모아 1,015.78억원어치 순매수했으며, 외국인과 기관은 관련 종목을 각각 -342.56억원, -689.79억원 순매도 한 것으로 나타났다.<br/><br/><b>&lt;그래프&gt; 주체별 매매동향</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/mtma01_chart/20210811_002240_MTMA01_0062.jpeg"" width=""100%""/><br/><div style=""text-align:center; border:0; width:100%; margin:0 auto;""><div id=""google_dfp_MC_2x1,fluid"" style=""float:inherit; padding: 20px 40px 9px 40px;""><script type=""text/javascript"">googletag.display(""google_dfp_MC_2x1,fluid"");</script></div></div><br/><br/><br/><br/><br/><b>&lt;그래프&gt; 철강 주요종목 테마 주요 종목 등락률</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/mtma02_chart/20210811_002240_MTMA02_0062.jpeg"" width=""100%""/><br/><br/><br/><br/>◆고려제강의 퀀트 재무 점수 45.2점, 테마 내 5위<br/>고려제강의 퀀트 재무 점수는 45.2점으로 테마 내에서 5위를 차지했다.<br/>반면에 POSCO은 다른 종목 평균 대비 높은 성장성과 안정성, 수익성 점수로 퀀트 재무 순위 1위를 차지해, 재무적인 측면에서 투자 매력도가 높은 종목으로 나타났다.<br/><br/><b>&lt;표&gt;테마내 재무점수 상위 종목</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/stma01_chart/20210811_002240_STMA01_0062.jpeg"" width=""100%""/><br/><br/>※퀀트 재무 점수는 로보알고리즘이 각 기업의 매출액증가율, 자기자본증가율, 부채비율, 유동비율, ROA, ROE 등을 토대로 분석한 결과이다.<br/><br/><div style=""padding:15px 15px 15px 0; text-align:left; float:left; margin-right:5px; margin-bottom:15px;""><div id=""google_dfp_MC_250x250""><script type=""text/javascript"">googletag.display(""google_dfp_MC_250x250""); </script></div></div><br/><br/>[아이넷 AI 로봇 기자]<br/><br/>※ 이 기사는 매일경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 로봇 아이넷이 작성한 기사입니다.<br/><br/> [ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]	
        
					<!--이미지 키우는 스크립트-->
<script>window.jQuery || document.write(""<script src='//common.mk.co.kr/common/include/mklib/jquery.js'>"")</script>
<script src=""//www.mk.co.kr/news/js/zoom.js"" type=""text/javascript""></script>
</div>"
2021.08.11 09:03,[아이넷 AI 로봇 기자] 덕산네오룩스 'OLED 대형화가 불러온 나비효과' 증권사 발표에 강세…3.58%,"<div class=""art_txt"">11일 덕산네오룩스가 장초반 전일 대비 3.58% 상승하며 강세를 보이고 있다. 당일 한국투자증권 김정환 애널리스트는 `OLED 대형화가 불러온 나비효과` 라고 목표가를 95,000원으로 상향 조정한 바 있다.<br/><br/>한국투자증권은 지난 06월 24일 이 종목에 대해서 목표주가 66,000원을 제시했었다. 이 기간 동안 주가는 +18.88% 상승했지만, 목표주가는 더 큰 폭으로(+30.53%) 상향 조정되어 06월 24일 대비 투자 매리트가 증가했음을 알 수 있다.<br/><br/><b>&lt;그래프&gt;최근 1년 주가 및 목표가 추이</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/srpt15_chart/20210811_213420_SRPT14.jpeg"" width=""100%""/><br/><div style=""text-align:center; border:0; width:100%; margin:0 auto;""><div id=""google_dfp_MC_2x1,fluid"" style=""float:inherit; padding: 20px 40px 9px 40px;""><script type=""text/javascript"">googletag.display(""google_dfp_MC_2x1,fluid"");</script></div></div><br/>이날 한국투자증권 김정환 연구원은 덕산네오룩스(213420)에 대해 ""상반기 리지드 OLED의 노트북 적용을 시작으로 애플 아이폰 OLED 수요 증가, 폴더블/QD 디스플레이용 신규 소재 공급, 그리고 테블릿, TV 게임기용 등의로의 OLED 적용 확대로 이어지는 성장 스토리에 주목함."" 이라고 분석했다.<br/><br/>11일 09시 03분 현재 덕산네오룩스(213420)는 전 거래일 대비 3.58%(2,400원) 상승한 69,400원에 거래되고 있다. 현재 주가를 기준으로 덕산네오룩스는 최고 목표가 대비 44.1%의 상승여력이 있는 것으로 나타났다.<br/><br/><b>&lt;그래프&gt;최근 6개월 목표주가 컨센서스</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/srpt15_chart/20210811_213420_SRPT15.jpeg"" width=""100%""/><br/><br/><br/><br/><div style=""padding:15px 15px 15px 0; text-align:left; float:left; margin-right:5px; margin-bottom:15px;""><div id=""google_dfp_MC_250x250""><script type=""text/javascript"">googletag.display(""google_dfp_MC_250x250""); </script></div></div><br/><br/>[아이넷 AI 로봇 기자]<br/><br/>※ 이 기사는 매일경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 로봇 아이넷이 작성한 기사입니다.<br/><br/> [ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]	
        
					<!--이미지 키우는 스크립트-->
<script>window.jQuery || document.write(""<script src='//common.mk.co.kr/common/include/mklib/jquery.js'>"")</script>
<script src=""//www.mk.co.kr/news/js/zoom.js"" type=""text/javascript""></script>
</div>"
2021.08.11 09:03,[아이넷 AI 로봇 기자] 덴티움 '기대 이상으로 가파른 수익성 개선' 증권사 발표에 강세…4.55%,"<div class=""art_txt"">11일 덴티움이 장초반 전일 대비 4.55% 상승하며 강세를 보이고 있다. 당일 DB금융투자 유현재 애널리스트는 `기대 이상으로 가파른 수익성 개선` 이라고 목표가를 97,000원으로 상향 조정한 바 있다.<br/><br/>DB금융투자는 지난 04월 26일 이 종목에 대해서 목표주가 76,000원을 제시했었다. 이 기간 동안 주가는 +17.94% 상승했지만, 목표주가는 더 큰 폭으로(+21.65%) 상향 조정되어 04월 26일 대비 투자 매리트가 증가했음을 알 수 있다.<br/><br/><b>&lt;그래프&gt;최근 1년 주가 및 목표가 추이</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/srpt15_chart/20210811_145720_SRPT14.jpeg"" width=""100%""/><br/><div style=""text-align:center; border:0; width:100%; margin:0 auto;""><div id=""google_dfp_MC_2x1,fluid"" style=""float:inherit; padding: 20px 40px 9px 40px;""><script type=""text/javascript"">googletag.display(""google_dfp_MC_2x1,fluid"");</script></div></div><br/>이날 DB금융투자 유현재 연구원은 덴티움(145720)에 대해 ""지난 3년간 대규모 설비투자 및 해외법인 설립에 따른 고정비 증가로 인해 수익성과 현금흐름이 둔화로 경쟁사들 대비 밸류에이션 디스카운트가 이루어졌으나, 2021년 수익성 개선이 뚜렷하게 나타나고 있음."" 이라고 분석했다.<br/><br/>11일 09시 03분 현재 덴티움(145720)은 전 거래일 대비 4.55%(3,300원) 상승한 75,800원에 거래되고 있다. 현재 주가를 기준으로 덴티움은 최고 목표가 대비 28.0%의 상승여력이 있는 것으로 나타났다.<br/><br/><b>&lt;그래프&gt;최근 6개월 목표주가 컨센서스</b><br/><img src=""https://rcd1.rassiro.com/news/ref/rassiro/img/chart/srpt15_chart/20210811_145720_SRPT15.jpeg"" width=""100%""/><br/><br/><br/><br/><div style=""padding:15px 15px 15px 0; text-align:left; float:left; margin-right:5px; margin-bottom:15px;""><div id=""google_dfp_MC_250x250""><script type=""text/javascript"">googletag.display(""google_dfp_MC_250x250""); </script></div></div><br/><br/>[아이넷 AI 로봇 기자]<br/><br/>※ 이 기사는 매일경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 로봇 아이넷이 작성한 기사입니다.<br/><br/> [ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]	
        
					<!--이미지 키우는 스크립트-->
<script>window.jQuery || document.write(""<script src='//common.mk.co.kr/common/include/mklib/jquery.js'>"")</script>
<script src=""//www.mk.co.kr/news/js/zoom.js"" type=""text/javascript""></script>
</div>"
2021.08.11 09:01,"[코스피] 7.83p(0.24%) 내린 3,235.36(개장)","<div class=""art_txt"">
<div class=""img_center"" originh=""537"" originw=""1024"" style=""width: 820px;"">
<div class=""zoom_icon"" style=""display: none; z-index: 100; position: absolute;""><img alt=""원본사이즈 보기"" src=""//img.mk.co.kr/news/2013/bt_news_zoom.png"" style=""cursor: pointer;""/></div>
<img alt=""[코스피] 7.83p(0.24%) 내린 3,235.36(개장) (PG)"" border=""0"" hspace=""0"" src=""https://file.mk.co.kr/meet/yonhap/2021/08/11/image_readtop_2021_776483_0_090411.jpeg"" vspace=""0"" width=""820""/><br/>
<figure><figcaption><img alt=""사진설명"" src=""//img.mk.co.kr/main/2015/mk_new/ic_arrow_top.gif""/>[코스피] 7.83p(0.24%) 내린 3,235.36(개장) (PG)</figcaption></figure>
<div class=""zoom_txt"" style=""width: 655px; cursor: pointer;"">▶ 여기를 누르시면 크게 보실 수 있습니다</div>
</div><span style=""font-size:13px; color:#999"">[연합뉴스]</span><br/><br/><span style=""font-size:13px; color:#999"">Copyrights ⓒ 연합뉴스. 무단 전재 및 재배포금지</span>
<!--이미지 키우는 스크립트-->
<script>window.jQuery || document.write(""<script src='//common.mk.co.kr/common/include/mklib/jquery.js'>"")</script>
<script src=""//www.mk.co.kr/news/js/zoom.js"" type=""text/javascript""></script>
</div>"
2021.08.11 09:01,"[코스닥] 1.59p(0.15%) 내린 1,050.48(개장)","<div class=""art_txt"">
<div class=""img_center"" originh=""537"" originw=""1024"" style=""width: 820px;"">
<div class=""zoom_icon"" style=""display: none; z-index: 100; position: absolute;""><img alt=""원본사이즈 보기"" src=""//img.mk.co.kr/news/2013/bt_news_zoom.png"" style=""cursor: pointer;""/></div>
<img alt=""[코스닥] 1.59p(0.15%) 내린 1,050.48(개장) (PG)"" border=""0"" hspace=""0"" src=""https://file.mk.co.kr/meet/yonhap/2021/08/11/image_readtop_2021_776482_0_090411.jpeg"" vspace=""0"" width=""820""/><br/>
<figure><figcaption><img alt=""사진설명"" src=""//img.mk.co.kr/main/2015/mk_new/ic_arrow_top.gif""/>[코스닥] 1.59p(0.15%) 내린 1,050.48(개장) (PG)</figcaption></figure>
<div class=""zoom_txt"" style=""width: 655px; cursor: pointer;"">▶ 여기를 누르시면 크게 보실 수 있습니다</div>
</div><span style=""font-size:13px; color:#999"">[연합뉴스]</span><br/><br/><span style=""font-size:13px; color:#999"">Copyrights ⓒ 연합뉴스. 무단 전재 및 재배포금지</span>
<!--이미지 키우는 스크립트-->
<script>window.jQuery || document.write(""<script src='//common.mk.co.kr/common/include/mklib/jquery.js'>"")</script>
<script src=""//www.mk.co.kr/news/js/zoom.js"" type=""text/javascript""></script>
</div>"
2021.08.11 08:50,"[아이넷 AI 로봇 기자] 한미반도체(042700), [Siliconware Precision Industries Co.,Ltd]와 50.2억원 규모 계약 체결","<div class=""art_txt"">한미반도체(042700)는  [Siliconware Precision Industries Co.,Ltd]와 50.2억원 규모의 계약을 체결했다고 11일 공시했다.<br/><br/>이번에 체결된 계약의 내용은 반도체 제조용 장비 수주이고, 계약 기간은 2021년 8월10일부터 2021년 12월30일까지이다.<br/><br/>그리고, 총 계약금액 50.2억원은 한미반도체의 최근 매출액인 2573.9억원 대비 1.95% 수준이라고 밝혔다.<br/><div style=""text-align:center; border:0; width:100%; margin:0 auto;""><div id=""google_dfp_MC_2x1,fluid"" style=""float:inherit; padding: 20px 40px 9px 40px;""><script type=""text/javascript"">googletag.display(""google_dfp_MC_2x1,fluid"");</script></div></div><br/><div style=""padding:15px 15px 15px 0; text-align:left; float:left; margin-right:5px; margin-bottom:15px;""><div id=""google_dfp_MC_250x250""><script type=""text/javascript"">googletag.display(""google_dfp_MC_250x250""); </script></div></div><br/><br/>[아이넷 AI 로봇 기자]<br/><br/>※ 이 기사는 매일경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 로봇 아이넷이 작성한 기사입니다.<br/><br/> [ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]
        
					<!--이미지 키우는 스크립트-->
<script>window.jQuery || document.write(""<script src='//common.mk.co.kr/common/include/mklib/jquery.js'>"")</script>
<script src=""//www.mk.co.kr/news/js/zoom.js"" type=""text/javascript""></script>
</div>"
2021.08.11 08:45,위메이드 2분기 영업이익 269억원…흑자 전환,"<div class=""art_txt"">
<div class=""img_center"" originh=""377"" originw=""670"" style=""width: 670px;"">
<img alt=""위메이드"" border=""0"" hspace=""0"" src=""https://file.mk.co.kr/meet/yonhap/2021/08/11/image_readtop_2021_776381_0_084611.jpg"" vspace=""0"" width=""670""/><br/>
<figure><figcaption><img alt=""사진설명"" src=""//img.mk.co.kr/main/2015/mk_new/ic_arrow_top.gif""/>위메이드</figcaption></figure>
</div>    코스닥 상장사 위메이드[112040]는 연결 기준 올해 2분기 영업이익이 269억원으로 지난해 동기(영업손실 33억원)와 비교해 흑자전환한 것으로 잠정 집계됐다고 11일 공시했다.<br/><br/>매출은 689억원으로 작년 동기 대비 174.7% 증가했다. 순이익은 186억원으로 흑자로 돌아섰다.<br/><br/><span style=""font-size:13px; color:#999"">[연합뉴스]</span><br/><br/><span style=""font-size:13px; color:#999"">Copyrights ⓒ 연합뉴스. 무단 전재 및 재배포금지</span>
<!--이미지 키우는 스크립트-->
<script>window.jQuery || document.write(""<script src='//common.mk.co.kr/common/include/mklib/jquery.js'>"")</script>
<script src=""//www.mk.co.kr/news/js/zoom.js"" type=""text/javascript""></script>
</div>"
2021.08.11 08:30,"[아이넷 AI 로봇 기자] 직전 거래일, KOSDAQ에서 기관 순매도상위 종목에 연구·개발 업종 다수","<div class=""art_txt"">10일 기관 투자자는 KOSDAQ에서 연구·개발, 반도체, 일반전기전자 등을 중점적으로 매도했다.<br/><br/>전일 기관 투자자가 순매도한 종목의 업종들을 살펴보면, 연구·개발 업종과 반도체 업종에 속한 종목들이 각각 3개로 가장 많았다.<br/><br/>이날 기관 투자자가 순매도한 종목들 중에 에코프로, KMH 등은 전일 대비 주가가 상승했고, 에코프로비엠, HK이노엔, 에코프로에이치엔 등은 주가가 하락했다.<br/><div style=""text-align:center; border:0; width:100%; margin:0 auto;""><div id=""google_dfp_MC_2x1,fluid"" style=""float:inherit; padding: 20px 40px 9px 40px;""><script type=""text/javascript"">googletag.display(""google_dfp_MC_2x1,fluid"");</script></div></div><br/><br/><b>[08월10일]KOSDAQ 기관 순매도 상위 종목</b><br/><img class=""mobile_b_img"" src=""https://rcd1.rassiro.com/news/ref/rassiro/img/mk/mk_buysell/20210810_1365364_MK_BUYSELL_kd_medo_org_table.jpeg""/><div style=""padding:15px 15px 15px 0; text-align:left; float:left; margin-right:5px; margin-bottom:15px;""><div id=""google_dfp_MC_250x250""><script type=""text/javascript"">googletag.display(""google_dfp_MC_250x250""); </script></div></div><br/><br/>[아이넷 AI 로봇 기자]<br/><br/>※ 이 기사는 매일경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 로봇 아이넷이 작성한 기사입니다.<br/><br/> [ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]
        
					<!--이미지 키우는 스크립트-->
<script>window.jQuery || document.write(""<script src='//common.mk.co.kr/common/include/mklib/jquery.js'>"")</script>
<script src=""//www.mk.co.kr/news/js/zoom.js"" type=""text/javascript""></script>
</div>"
2021.08.11 08:30,"[아이넷 AI 로봇 기자] 직전 거래일, KOSDAQ에서 외국인 순매도상위 종목에 반도체 업종 다수","<div class=""art_txt"">10일 외국인 투자자는 KOSDAQ에서 반도체, 화학, IT부품 등을 중점적으로 매도했다.<br/><br/>전일 외국인 투자자가 순매도한 종목의 업종들을 살펴보면, 반도체 업종에 속한 종목이 8개로 가장 많고, 화학(3종목), IT부품(2종목)이 그 뒤를 잇는다.<br/><br/>이날 외국인 투자자가 순매도한 종목들 중에 에코프로, 엘앤에프, 현대바이오 등은 전일 대비 주가가 상승했고, 원익IPS, LX세미콘, 카페24 등은 주가가 하락했다.<br/><div style=""text-align:center; border:0; width:100%; margin:0 auto;""><div id=""google_dfp_MC_2x1,fluid"" style=""float:inherit; padding: 20px 40px 9px 40px;""><script type=""text/javascript"">googletag.display(""google_dfp_MC_2x1,fluid"");</script></div></div><br/><br/><b>[08월10일]KOSDAQ 외국인 순매도 상위 종목</b><br/><img class=""mobile_b_img"" src=""https://rcd1.rassiro.com/news/ref/rassiro/img/mk/mk_buysell/20210810_1365363_MK_BUYSELL_kd_medo_for_table.jpeg""/><div style=""padding:15px 15px 15px 0; text-align:left; float:left; margin-right:5px; margin-bottom:15px;""><div id=""google_dfp_MC_250x250""><script type=""text/javascript"">googletag.display(""google_dfp_MC_250x250""); </script></div></div><br/><br/>[아이넷 AI 로봇 기자]<br/><br/>※ 이 기사는 매일경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 로봇 아이넷이 작성한 기사입니다.<br/><br/> [ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]
        
					<!--이미지 키우는 스크립트-->
<script>window.jQuery || document.write(""<script src='//common.mk.co.kr/common/include/mklib/jquery.js'>"")</script>
<script src=""//www.mk.co.kr/news/js/zoom.js"" type=""text/javascript""></script>
</div>"
