act_id,cus_id,act_opn_ym
4f4f76600baebe242f4cc1cc17d98e3aa844ae0aa685bc1b64e11a10be53d587,3cfc601073160e3ab73f4f577888e392ec26b364e4dcf986dd22bfbb78c1c441,200005
95edd1f5fbeedbe6febeef2f7d292db40503c483bea95f62a68b01026e811dff,e831432ac972822d592d881068bad7473a303bf84a89dcfade115b60d4f2c997,200104
51103c58e79dfbf9e2c77a50ae8f3bf7021794226783e03fa88097ef0f17ca5a,7dd18b509ee62c64238b4b373322b0a71969a9b3108f5b87180d7363ed4a62df,200105
7fb697431318271189c54c2f6ba4786fc5346f73f72c319e9d95690b77269187,8c5504d99ce7ef2e7e7e5eff347bb26b97de9cbf07498a26b1b4af82055a41c6,200108
882cad0bb27c78ba6f85026e3f3d5f43392713cbe2ec777cb0f48dd3952e4f1d,3046a125c353f432515e6dd93e55de8cb9e35621203e2b54ce4742038500d9ea,199605
fd64da3258f2f7df4325b5af5ebc653107226be06437a296e01cb302c6154f6f,7829365dc463ed8275c8b92518d58b3c8d983f00f7bf87ba7e567981e13a1f3a,199401
a07a26b72f4d8d38ba9229c24b2a851d28a74be88f6b60cee9192f26bf551b15,1925ed2d8ed2cad53997f5b24722482137c4d1da4b555e9217722a3b3397f9ab,199303
966ca19329ed38b3a1ab25d99f5df161cecfa55b014302a5e139bdb28cc90d31,13242b466868f9caa2ec47aae272b9454d702b0885742a93d39c3eebb7de7174,200305
ebbe9b22b95b65b8128eb35c040986164465611c110e6dfbfcb1eb7c21d71913,2fc1beb15e11a04619b597eed602cd2bbdff6be0ce971e7573f6228caf184283,200307
76054ec8ffd65369db20083a42f4ec31f6d7b1601ce85292684fe20529665318,8c5504d99ce7ef2e7e7e5eff347bb26b97de9cbf07498a26b1b4af82055a41c6,200307
4821e62a174341a9b839e89c7c20cd7d9dc3e2424b27598fa8bb7d6a741cd499,aac0e43edc4d4b59e812725e5fdcbb6bec8f51ebad54c06f81d9a702ca5c4098,199303
f7504ce15b76ac87894a474be5d7c9a17f13c3e1436cf649aaace6a051cba37e,7829365dc463ed8275c8b92518d58b3c8d983f00f7bf87ba7e567981e13a1f3a,200403
6310a15a288043ae5ce34e9880c8c07d8ddf680ac561c609b8a7159b5dbbd844,acac5776ee2b1c97d94664113d8b4cba7c09d679a568583bd29a1e6f0af45b91,200407
d04ed3805889ffbbb4d88bd4e53820e937dfe34f38011c6ef3124091ca4d00cd,7829365dc463ed8275c8b92518d58b3c8d983f00f7bf87ba7e567981e13a1f3a,200409
64e6e09ece5fb016a86f5977ddc4d3f8ee42d1cd322dbb81a9e4955ce21668a3,af887d5a0db31c53f761ea4ac34d33afa8572d892b2809ae5c97cdde78fe973e,199703
a853042ac961ac4947d3306fe88191aebcfbadb98286d37a89e6cd56dfa0cd81,cbebf64ef63cebf6e4e474d8d6c2312209926e81024823635b57f785555abe13,200504
45c308625f873259b9d817cbc68114ba21961bec02ecc19d1e1e389a08fa9f53,5b4bd1d5fa738513eb1697b4687b0cc29e1eb275e2cbbf2228a1138063b2b910,199211
66df8cebb1d8e0b84192a876600a3b0be7310ca80c3f9b3185978254d07b1fe9,7e085550a2efe4c48c934e38ff1b2e1523facf10840a43049c66cb8d06624433,199407
c008c65338c298fb0ee6fb6bb9dab1009516e296503ce98a308c84e9cd71c015,908b58de2d20f1862c5a6e4f7a587f0bd95c3bfdf00eb56d94041b8e4118093d,199501
ddc2260aedbd028281acc39a864fb1ce3ea2f608c6718176378f24ce30c37dd9,7e085550a2efe4c48c934e38ff1b2e1523facf10840a43049c66cb8d06624433,199408
fc6dbfe8376b26cf50a1db69f161e226bbfe0223a3bfb3dae80b84cf379a93b1,607b5194a54ec30991a86a4dee5a6e2a85924244fde2e0047d4917db2e93452f,199711
73026b3feefc1b676ea52b85874b74ce99dc98c7e0daa12f820c8442f5c2b06b,c8c810c301193e0b1c37b1a5c21a78658dfe2731d08fcac168cd41cd82e3932e,200408
7d87025938ffa25aa0f448cc89c016946a6aa9560a4cd42a3a79902a655de974,416c39afbcdbca7336ba4f2a4ded872c001d3eeb5ccc0b6ad050b793e2066812,200511
0f8b569e2e33de0348bceb6a8db22b2e2be2d66b544fbef57a332c7c247fbdb5,730a59049596c98b308a0911ab975b7ee8743debeae1c9e4fcbd40e9977af0cb,200512
eeac75bd7cb00a2e1af26d978ed70324138efd471e6de7f042c86e3c5219dde8,de6b954bfa52df1f9d18a78b81a20b78843d138c6b5743a5811cccd02cbbadb7,200602
9819abcbad9c7d21a4b88c772e8939caba1b6d43be65f804244ce6befe321f7e,2a68433d10770f58e69c9fa297b8bac4274a2398839571163e2fe24ca9278480,200702
378dc310c3e34fa108086162b710bbaeaa7b91bb01b9037da4d532af28479586,65d14b653766402905d7355a6473e6e855ac67ae0f749063fc575505cbcef3b7,200702
a13990ace8e93a13589c900970951530ade80990af687fa5bdb3ed3c8c995a6d,e6739ce1072f0185332631ea4306f1c6c4379d22abfd46f859d2296fcb8f909b,200703
5bbb5b418879a1ccc9ee0a4fb830181d109a22fb958ed633533aa824fa8cbdc6,e6739ce1072f0185332631ea4306f1c6c4379d22abfd46f859d2296fcb8f909b,200703
0e74b84add49315b4100c114161fd227ba27aa5c9e5d8b31bac35dce40b6e924,2fc1beb15e11a04619b597eed602cd2bbdff6be0ce971e7573f6228caf184283,200703
3191486945f15e36b3638585a96ebeb47903ce39df60f228dd70f220aa8a0d2d,b18f1cf77e18f678086a19126ed1e8c2874e4205ef11c8501df2ae7ec9d06d33,200704
6f6d4c21a75630d8ce8dc55dc984df2fc34dcea06d8296168d17245875ff1f1b,74250b4dbb64794008e2e780e3d1b0eaac8354e2e0694727b04d91eade933909,199904
d771a17e00aaa216d88b3700494532f182ea6df6aae2b198453b7f36386ac959,19a8b88803fb2e2e3cd1623742ec5b8cb4f7b265010e5c70c3b8918d8b0d2850,200706
f8d2e450de27cc4177ee37ca866ed2693db64aa96e61a3c56458b7a5eb51a758,9ac4ec7f806f88d44d4c45087c98205c2a84dd78b313a5a5223634e2ab163d3c,200707
8c4242a2998453469ef6060d8b90e8c6c78563d8772d02d021c2c5dfb6941a4f,3d37017ac3043ec08ba451b20e1e844e12d4afedaab59e10ff14afb9c2b41e27,200708
f8849fde385155b9fff779d92b3d485fc82707a657e87dac7b433393e42e6665,513768da1a9b28b0a8f9bf7cb1a08d1428ca903fdfe3adbf1521e4b02745dd94,200710
4b2e127ecc160b87320eac2f794e0c58bdf9a7dfb809634cf37469a042c152b5,a7cdc5923e84bf6b5a661ba793fcc7ff1ee745a6a0391b1d06de56356573c207,200711
94a06070ad806b42c02c6f349dc90f2f26be2e3afee3f59dce2e5c8f0c3c3102,e7429b096b8c7611b4feb420e647276812b32450e8671189f6b956c0beae3536,200711
89c2df146bbf0ee7f4794cd49b2003618e5419e8e2c62d305f6f07c99f78b41c,4bdd2656f1039c5515455c890269917f2429bf4733a1c4c6633c6710cb69e18f,200801
3354bdd722a8a5f2d8e48625eacc891f686645062a8997ef684fe1cf286f53b9,5bafd5e419ab2d50edb56bdfc6cb82ac7d590f0ffe452acc4fee0e737c1aabd5,200807
c052eb7735a552e70d7c9d8f42db21fa01c6cc11c533e8888ac0fd969bb3ccdf,2d38c796c2bd5dbe2a60ecda7e427f483eae783a4ca782c6e49c0346fd096b2c,200807
607ea5801135404d027221b246a53b8b1bd455d214bb733df840a1f10d61b6ce,0d18d2c957b397b99b4242381ef8446ef6c8197ecbf27ee87a95df962ecf279c,200807
4772d2331c4fe7767609d97550ee45b79be6416f4abc35a73c9d922976fec1d9,2e640ab82e354b98710324750d80deb61c0b92f5a0c05db3b146ea23d90821ed,200809
cd62c00b066c5f8f3d2c3e6c2c7ebd2868704c762b1de8405694a62c10a01c38,892f41b5002a79c9c93992acf60682f5698372aea023bda68d942687109ae8ab,199405
fec0d5bbe1d56b92bb2e55b61b372cf8e1734ff80bede936fa3cde99d00f069f,892f41b5002a79c9c93992acf60682f5698372aea023bda68d942687109ae8ab,199410
b4fbb6475aac54e322d378e90466fd5f8066bc239510fe3a0326d5956d903f9a,892f41b5002a79c9c93992acf60682f5698372aea023bda68d942687109ae8ab,199410
e3e747c36fdfd5581a14ff8c07e4d7f3109a65bb882a8e4292ac1c8acc2f5b15,892f41b5002a79c9c93992acf60682f5698372aea023bda68d942687109ae8ab,199911
086d75ab5e0edb4184f34f70a40bf42f2fa2655b8539017d6abe2d8962a8f335,acac5776ee2b1c97d94664113d8b4cba7c09d679a568583bd29a1e6f0af45b91,201310
b85b87aa261775ffb4afd1e2c5297bc890eefefd5156ff5987cbba8a9eb3946a,b982cf11266f1ab817961d173d1e169763e66109ee2a99887b88bed28ca6c2e3,201211
381af67def0a819820da084a45e4b16798af3096c570c67e7c7e7528b6101498,7829365dc463ed8275c8b92518d58b3c8d983f00f7bf87ba7e567981e13a1f3a,201507
546d0780a83b2535bc17780bd9809027b4e1244b9e5794bed1beee0970bf9fa2,2fc1beb15e11a04619b597eed602cd2bbdff6be0ce971e7573f6228caf184283,200303
e3c7f0eedda57134a320248d8cde90488ea03519b443fee4b79b614ff25df875,2fc1beb15e11a04619b597eed602cd2bbdff6be0ce971e7573f6228caf184283,200307
34fe043568731c55d44813aeb87749e99df03fe640aa803975fda99c952d9c4b,17df1d243253432bbd739fb895b7f9a2b848decb65fad05eb677e5d669c89cd2,200501
241a85b3c4db14ec86d57b6e54bc526a6a0f360d0f9a7b7b87c56b87de89cf3e,af887d5a0db31c53f761ea4ac34d33afa8572d892b2809ae5c97cdde78fe973e,201712
715b7922bc3ea53232ef25cb2cb95140a65acd49bab89faea2f877ef10f4ed89,2fc1beb15e11a04619b597eed602cd2bbdff6be0ce971e7573f6228caf184283,200505
147d200b4020b0c0acf6c4e7023418e203625d8dd532cb00cb3b78a2119978d8,2a68433d10770f58e69c9fa297b8bac4274a2398839571163e2fe24ca9278480,200702
d1d02a7d91f38723d72e30d3223fdac85cadcca728118aacfbddb72eb9334e67,65d14b653766402905d7355a6473e6e855ac67ae0f749063fc575505cbcef3b7,201503
0e126b1e49285e1d785d1094fa25c18a1610406d6f7377382cf46c4cf6cd4fb2,c0fd5337ebf444af9bba53c6573df8966b5adfaa1f19d849d599abb51b1e0104,200707
12d96a15cb808f0a86962ae080a34739848e5ceb4b384a6b75484edc3dce863f,3d37017ac3043ec08ba451b20e1e844e12d4afedaab59e10ff14afb9c2b41e27,200708
88e6c46a90b37da8c20a59dff4e0050e4301b9e39a6de846286141b4f2ffcbc8,0cdd63b0c6521640c48038abce11cf8216704c21148a7db50c6805b9115352d9,200708
62ebcd99563878c57917ae259593f894d312a2f7fd4a0c684fff809e99f76423,4bdd2656f1039c5515455c890269917f2429bf4733a1c4c6633c6710cb69e18f,200801
71a5e76caad6ab1e3bf6a02d7c8d7494fb091bce14d3f08473bf60839836c0fb,baf2fd43c27b046697aa97b41fde4b3de8c66520c9c49f2b8dafaf063c9e962e,200808
8a136f1ecc9134c7909068d6a2f2d9b4c5b543ebba0dc873ccf7cc3497a23aa1,8e72c93bb95fc2e4072269fa60b24d1467a60746c7858d2456d6ef3344c02c02,200809
df663b79d3464f8b4aa2e22a4418e88ac716d6a0bb9f2169af7bede59ccaf26a,65fad47348218ca3d5b4839c485fdf1cab494290255bf04f03fdd0adc7b0f809,200809
6eb50702d10a9f5f8ad79e5a9970f4e4942c52716198b2b78e20b7fc93e5ea1b,2e640ab82e354b98710324750d80deb61c0b92f5a0c05db3b146ea23d90821ed,200809
eaee4aa91654c9ec0968fcb24a33cf6e811111696d99b0b8c4d3cf8d8c8e1747,acac5776ee2b1c97d94664113d8b4cba7c09d679a568583bd29a1e6f0af45b91,201310
3837598e96b744e0718732227466a83f85342a38f0225b751e04f796e89fb812,7829365dc463ed8275c8b92518d58b3c8d983f00f7bf87ba7e567981e13a1f3a,201603
7412de965299893bb4fcb423b6648844fcfa5035b02056e02a1c439d59904c29,2fc1beb15e11a04619b597eed602cd2bbdff6be0ce971e7573f6228caf184283,200912
b80d2b2c219f03e33c311548e5077d654fc3d63c00c2c019298933fbb440a1c9,af887d5a0db31c53f761ea4ac34d33afa8572d892b2809ae5c97cdde78fe973e,202008
fe19e87716366621111688f8ef64202b5710de5bf01931bb31aafdad6ae96122,9585690a6293b118b80d12c41634c016f15800868a373c7de033770f7da829c1,201311
7affb64fa835b5f612ef661d3396f3640efda0f5a539fd7c6414be7fc17e2395,e9f86951a45fc1fa38387d8d39f797541fce4c52c7367cb212bfdee8a316cb10,201610
cbf40dff23e06040e2c4aaa75d2872a9f181b082557bd26c748ead59d1ddbf8b,b18f1cf77e18f678086a19126ed1e8c2874e4205ef11c8501df2ae7ec9d06d33,201606
3e62b90169e866597bfdb3070b5615484419ae6c60a44d8512ec6c5713946fac,517c5ba49d8dd633791e3e12a084c36d3bec29918d6329ad2666cb390cd83b2c,201410
bd9f2635cabe684df1d3d5304008f3ace15c99d8b9cc7378282cb6fea282eb22,acac5776ee2b1c97d94664113d8b4cba7c09d679a568583bd29a1e6f0af45b91,201310
15b60c095bd212424fca474f53f069631bb741422bae32575c1d1149fb791dea,e9f86951a45fc1fa38387d8d39f797541fce4c52c7367cb212bfdee8a316cb10,201705
7e9e8ae7056ecb70b9ec219984dd0f777c7a251e4b02704c1092ed0ed41e2d3c,b18f1cf77e18f678086a19126ed1e8c2874e4205ef11c8501df2ae7ec9d06d33,201708
b6f45e8c78088d626b9492a96b449884e45daedfc6e1875c25ac488033cb0bad,9585690a6293b118b80d12c41634c016f15800868a373c7de033770f7da829c1,201706
c4f9a40be70f59055feb120382dc084d49e1fc1fd1984059775da233b435fc95,e9f86951a45fc1fa38387d8d39f797541fce4c52c7367cb212bfdee8a316cb10,201706
6673fae452df333a71b52213f3fbc45b4c50ce68adf865ad76b201bb70c0d580,b18f1cf77e18f678086a19126ed1e8c2874e4205ef11c8501df2ae7ec9d06d33,201810
b673dbddca9c64877085634c2403157e6927b2a16f038c12df42485c5d95163c,517c5ba49d8dd633791e3e12a084c36d3bec29918d6329ad2666cb390cd83b2c,201906
39ec5a2324d360a083d76c3b5dd6d60d38dde6c5c1dbcc4bb96170370dbb9917,7dfc6123da07263683cd0dbfc302c3c934a6f143c978a371e74e34ce8d7b1c3a,200101
cff2c3e73ddf9d5bb8f77a828ddf61dc2ffe928ca6e1db863291e4435b075fba,bdd2ef49d86adb251e4ed5596f6f70457b84f8627c1d70728f5d4852f412bfdf,200211
370c0e7ac1cca475952676528b97048e027c0c2a6bdbcdf66f44bf4c84b5146d,3cfc601073160e3ab73f4f577888e392ec26b364e4dcf986dd22bfbb78c1c441,200005
f9dafe93a8844e5a2c4bbfbb3ffffb8cac258a5bf6e0f52969ce818b2e04ac21,acac5776ee2b1c97d94664113d8b4cba7c09d679a568583bd29a1e6f0af45b91,199711
fe354b1f5480fe8d869d0f3173572a244be74a5abd3711734d9924a61132f613,6e8024b5f6e3ba0baab66d058cf3f76544e5b59bff567552ddbfa74f95c3a80c,200504
9a8b97957e9f71f039faf845f406c50cf05e81c9f4c36769620ada587883d6e7,f8bea289a09e97c361310782bb4b3d6c81e4373eaecafd37ca7097e0dfc8d412,200505
6cbde8e859f31662f485656ff14857f381658ab068939f392d7a776a26cac937,b982cf11266f1ab817961d173d1e169763e66109ee2a99887b88bed28ca6c2e3,200504
b74a44a8aa2a2f75cdc2a938444724cb0e92544415734f0deefdbff9eb8ee5ef,2fc1beb15e11a04619b597eed602cd2bbdff6be0ce971e7573f6228caf184283,200611
2e9d85d9d292c8d294f52a46b74d344268dba465ec6f181491794e43191cc4ce,2fc1beb15e11a04619b597eed602cd2bbdff6be0ce971e7573f6228caf184283,200604
9293e767816d1c242f305d5abc7ccd4df2aa866b90d155494b12bb28379d072e,517c5ba49d8dd633791e3e12a084c36d3bec29918d6329ad2666cb390cd83b2c,200706
328678d76fe60ea347b38e788806fcc5358ada7c463248fe79c096b4b15fa69c,e9f86951a45fc1fa38387d8d39f797541fce4c52c7367cb212bfdee8a316cb10,200612
b345f9f068f43b43bc859ddc0e435420f2764d924cd7ca71f2cacfd70167ffa5,892f41b5002a79c9c93992acf60682f5698372aea023bda68d942687109ae8ab,200702
ab2923c9ccb00a1df0c3c54efc302b13679fdc423a6b6602d3f4f0ad08fdae65,2fc1beb15e11a04619b597eed602cd2bbdff6be0ce971e7573f6228caf184283,200703
0b781bd71e2b6d38956aa410364762d0a8ece2d997bdaf987d1c0d8f8a235ae2,e9f86951a45fc1fa38387d8d39f797541fce4c52c7367cb212bfdee8a316cb10,200509
3b488ecfac76944b153a95e512a254f2bece128e97988ea032b1ee1856d05831,1442318930f65bbbc770f03ed905224503b65b4182a01119ec12e59595ad38e1,198812
2432bfb5720889c286ebcbfc9d3b7bd3c4598fdc0e693af3a3443579215a09bc,69503be4966ea1c1be9067b9d962c259bd3dfc0e139c38d49657205a5daf8126,198903
922f8cf354eaaf9a4ffea00270b2ffc9424658455c88079a21a1412f63461419,3cfc601073160e3ab73f4f577888e392ec26b364e4dcf986dd22bfbb78c1c441,198908
1fed678172fd6e0ed4e801a18fcf520921d7f5f5ba22e73dab003af1604b7357,ec428694f9bbe24e0591b205d1c266f5219b1794accb2c38e8278f3b9304bdb8,198910
066b0267ede43758c109c80c655dc167bcc3722a86418688eb3f21d76c1fc59f,af887d5a0db31c53f761ea4ac34d33afa8572d892b2809ae5c97cdde78fe973e,199007
ac90779957e4ccf52e19685af35497a09e129eee0d43191b16840cf1caaaa09f,96651125fc64cc5e05b68942f380c488825ca8c500a9bd42f830df940a608823,199105
90597d08801ae025d6b9466883809ed3b8d5f154b5dcd047eff1681fcd487dfd,117a6f036dd2640aff52e7aedd1692748fc651c09f1790ad9b44e8c426dc404a,199407
81a8637d4beb9d871661e8bcb9655faaf6b524da9f2540e2e53bef8d0f92761d,acac5776ee2b1c97d94664113d8b4cba7c09d679a568583bd29a1e6f0af45b91,199512
9a89d3a6edd75999ca2c0fa9c869cb0c8b8467a5aa4672e343a3ab6200db56e1,f02611d6a0de83f96a7578a5071c3cb5556650768390f723fc31d547f1d03a0d,200006
b5e3535a744363098769dac75734fcb64c7f461578f412daf84a0b9a86351f4c,69503be4966ea1c1be9067b9d962c259bd3dfc0e139c38d49657205a5daf8126,198911
b902a9f04750fa8a7e6d9de81a180ce56fb12c8be33310ed92f1d1e861a5a046,192266c4936d69459db76756748239960773089ebb5f137e0a4d02c878c20bea,199101
66ff046383a06d5f14652dfdacda7d8b5db7bffe7d276ee1f4ae512413481ed3,c53b68e51debfe6cb408a320fc9445a33f9117d07a4ea67422bd7e3a6327e179,199102
01e3edee300aa287eded78370ca389d1b075bb052cb14dd1b751a55914d16e38,139934ed14002d97daa2ac317a47386d7c2fe772a41365cfa0267702693e80ac,199110
f72abc17c67673d644ccd46f054dba40696ba83e6e6e03d720399f7f32d3807b,af887d5a0db31c53f761ea4ac34d33afa8572d892b2809ae5c97cdde78fe973e,199208
63e0799ed2d60a1a991ffd2882ed227e9c148d725b43f467cfdf6c0bcd6b5695,3b7415b7129212d7edae786083138cc38d37206282c4703bc6117904830f3551,199211
b3695213a841d50d270e349e96c95956e5e4a66a4b567185eadaf71f7641134a,945ad779e207492336f40fd9a7f3c761ac9ea312496ece64d1102d8bae64fa0d,199404
4f43b607338cebcb7849bcd0070a0876ce253b4e7f987ac1065fc65fa75b7f6a,b982cf11266f1ab817961d173d1e169763e66109ee2a99887b88bed28ca6c2e3,199704
d14bbc65d8d7356a442b6e1a9ef41f0f6704fc19609f86c1c74aad4d2dcc310c,12667878b7c214291a1c67e46b7e0842343d258bace62055bc4c0aedde65e2f3,199601
a84aaecbeb56ca94acb13ec5c69375a15900f7df0de00114e25ef940ed06f2fa,b982cf11266f1ab817961d173d1e169763e66109ee2a99887b88bed28ca6c2e3,199812
d23657a341279884177c9d805ed809ab083375cb4b45be99ff5f12c2317839f0,af887d5a0db31c53f761ea4ac34d33afa8572d892b2809ae5c97cdde78fe973e,199306
cd519240a15249eaeafcc0d3f914ff7ada6e440450d4fb75bd01bed0f4b7aa1c,96651125fc64cc5e05b68942f380c488825ca8c500a9bd42f830df940a608823,199310
d791f1e09d6b8c808d35ccae959e8250edbdb1086def4a4a82d5269198924ee9,6e8024b5f6e3ba0baab66d058cf3f76544e5b59bff567552ddbfa74f95c3a80c,200012
ad2f6f7d9357b3595f725e4787a45d4d3d2f73c436f627126ff686dae080df13,acac5776ee2b1c97d94664113d8b4cba7c09d679a568583bd29a1e6f0af45b91,200111
d61431a84e6ea3fc9982438b358daf29328e8403d0b2e07ab70824d8d8761e19,b4ab293452136d5b586217a923c1d4e74efc4e9dd0b1c6126afde47f6710cd8a,200012
11f6479ac9fdbd10ce9f64d54efd1eed9cd17c8b6c548b397cad67715a303b28,7dfc6123da07263683cd0dbfc302c3c934a6f143c978a371e74e34ce8d7b1c3a,200012
f9b4adeb9b912f2d3d197ec4ed044e6d18e63be7a230d76d8d2d7d1c5be8732f,af887d5a0db31c53f761ea4ac34d33afa8572d892b2809ae5c97cdde78fe973e,200012
a88d3617e316f0babb81f955650ee6812ee21182c5feeb5c4e4f38122e1d0f90,acac5776ee2b1c97d94664113d8b4cba7c09d679a568583bd29a1e6f0af45b91,200111
29ddb519aff570f952e343e98b6971335114a6747dc35ff586f0c61f9261841b,b982cf11266f1ab817961d173d1e169763e66109ee2a99887b88bed28ca6c2e3,200111
597dbf63ea079bb0ff9fa623c03e38e14257eb221260454dac85ba5564846a1b,1a22c03f9f8ea605fc53baf5a9d15b0094ba0f856fee13287c0567ca6cd87fd3,200112
542e7c9fc5597c689fa18ad06073c5289e9e1556e3321aaae5cb3208ac6bf165,517c5ba49d8dd633791e3e12a084c36d3bec29918d6329ad2666cb390cd83b2c,200112
8ffda94c3acc9adc3f15f131d3746d21eb7e5c94b585d60b87d38ed6140212e2,607b5194a54ec30991a86a4dee5a6e2a85924244fde2e0047d4917db2e93452f,199610
70c021718c899faaeb2fcf3cb3b653eae29a3c9596abbfbfbdd7d64ab2bb3414,607b5194a54ec30991a86a4dee5a6e2a85924244fde2e0047d4917db2e93452f,200312
a7334e01aa4a6c98dd7c2477789d133abb2d3a54a12f86164280f7ff15c56eac,74250b4dbb64794008e2e780e3d1b0eaac8354e2e0694727b04d91eade933909,200112
41b8b3fcf51e00d0b0c6eebbe446a2d21baa58b25abf9ef79eef4b3201a0be0a,acac5776ee2b1c97d94664113d8b4cba7c09d679a568583bd29a1e6f0af45b91,199509
